interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-04926,XFC-04825,2023-09-12,20:21,Llamada,Solicitud de reabastecimiento,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7403,0.0885,0.1712,5,True,10,9.5,Carmen S.
INT-04927,XFC-05627,2025-02-27,17:09,Email,Problema con seguro/ARS,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2322,0.2586,0.5092,3,True,42,6.4,Rosa G.
INT-04928,XFC-05627,2024-11-17,11:52,Llamada,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0471,0.852,0.1009,2,True,100,7.2,Yolanda T.
INT-04929,XFC-03628,2024-05-27,18:27,Llamada,Error en facturación,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2139,0.2086,0.5775,3,False,27,8.7,Rosa G.
INT-04930,XFC-03628,2025-09-30,12:11,Chat App,Queja de atención en sucursal,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.4375,0.1237,0.4388,3,True,226,6.1,Pedro D.
INT-04931,XFC-03628,2024-12-09,08:25,WhatsApp,Consulta sobre producto,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8431,0.0597,0.0972,4,True,35,3.8,Rosa G.
INT-04932,XFC-03628,2025-08-02,10:22,WhatsApp,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.09,0.758,0.152,1,False,10,8.2,Carlos R.
INT-04933,XFC-00698,2025-08-03,16:47,Llamada,Medicamento agotado,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0624,0.6151,0.3225,2,False,111,8.8,Carlos R.
INT-04934,XFC-00698,2025-03-19,10:27,Llamada,Retraso en delivery,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7267,0.0685,0.2048,5,True,251,10.9,Pedro D.
INT-04935,XFC-00808,2025-05-26,12:18,Email,Seguimiento de pedido,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3402,0.1302,0.5296,3,True,128,8.3,María P.
INT-04936,XFC-00808,2025-11-10,20:18,Llamada,Queja de atención en sucursal,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3323,0.1754,0.4923,3,True,534,9.6,Yolanda T.
INT-04937,XFC-07227,2024-08-11,15:28,Llamada,Reclamo de precio,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8325,0.0272,0.1403,5,True,10,6.8,José L.
INT-04938,XFC-07227,2024-06-18,14:24,Llamada,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8748,0.0651,0.0601,4,True,51,12.2,Pedro D.
INT-04939,XFC-07227,2025-02-17,11:59,WhatsApp,Problema con seguro/ARS,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7243,0.0911,0.1846,5,True,10,4.7,Rosa G.
INT-04940,XFC-07227,2024-07-27,09:00,Llamada,Devolución de producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6226,0.049,0.3284,5,True,499,9.9,Luis F.
INT-04941,XFC-03335,2025-02-18,18:22,Email,Problema con seguro/ARS,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6671,0.0398,0.2931,4,True,10,8.4,Carmen S.
INT-04942,XFC-03335,2025-12-21,08:47,Llamada,Queja de atención en sucursal,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0997,0.7019,0.1984,2,False,107,11.4,Carlos R.
INT-04943,XFC-04073,2023-05-03,13:49,Llamada,Consulta sobre programa de lealtad,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.1636,0.2542,0.5822,3,True,37,1.0,Carlos R.
INT-04944,XFC-01458,2024-06-06,12:29,Llamada,Consulta sobre programa de lealtad,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7272,0.0673,0.2055,5,True,10,5.9,José L.
INT-04945,XFC-01458,2024-08-17,20:50,Llamada,Cambio de medicamento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6808,0.0217,0.2975,5,True,372,9.7,Carlos R.
INT-04946,XFC-01458,2025-01-08,13:10,Email,Consulta sobre producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8342,0.0956,0.0702,4,True,24,8.1,Rosa G.
INT-04947,XFC-01458,2025-03-30,20:56,Llamada,Medicamento agotado,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1233,0.9308,-0.0541,2,False,10,10.4,María P.
INT-04948,XFC-01573,2025-09-23,18:19,WhatsApp,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6402,0.0799,0.2799,5,True,93,5.3,Carmen S.
INT-04949,XFC-01573,2025-11-09,18:56,Email,Problema con app/web,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5744,0.0457,0.3799,4,True,72,6.5,Pedro D.
INT-04950,XFC-01573,2025-01-16,11:51,Llamada,Consulta de horarios,Necesito información sobre el programa de lealtad.,NEUTRO,0.2742,0.1962,0.5296,3,True,145,5.0,Luis F.
INT-04951,XFC-07977,2025-06-02,12:41,WhatsApp,Medicamento agotado,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.753,0.0321,0.2149,4,True,165,12.1,José L.
INT-04952,XFC-07977,2024-12-03,20:52,Email,Devolución de producto,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3009,0.2863,0.4128,3,True,138,10.7,Luis F.
INT-04953,XFC-02918,2025-11-24,15:57,Email,Problema con seguro/ARS,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5817,0.0353,0.383,5,True,88,10.3,Miguel A.
INT-04954,XFC-02918,2024-07-26,14:46,Llamada,Retraso en delivery,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0825,0.5755,0.342,1,False,66,1.7,Carlos R.
INT-04955,XFC-01433,2025-02-13,14:28,Llamada,Medicamento agotado,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1192,0.619,0.2618,1,True,119,9.2,Ana M.
INT-04956,XFC-01433,2025-08-13,12:51,Llamada,Problema con app/web,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6958,0.0542,0.25,4,True,116,9.6,Yolanda T.
INT-04957,XFC-01433,2024-11-03,13:05,WhatsApp,Retraso en delivery,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.1484,0.2905,0.5611,3,False,90,6.9,Ana M.
INT-04958,XFC-06320,2024-05-23,20:29,WhatsApp,Medicamento agotado,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0468,0.6127,0.3405,1,False,328,6.7,José L.
INT-04959,XFC-03932,2023-10-23,12:43,Chat App,Queja de atención en sucursal,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0763,0.6363,0.2874,1,False,40,1.0,Luis F.
INT-04960,XFC-03932,2024-03-02,08:11,WhatsApp,Problema con app/web,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8348,0.0919,0.0733,5,True,159,8.4,Carmen S.
INT-04961,XFC-07788,2025-11-03,11:50,Email,Cambio de medicamento,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.269,0.1884,0.5426,3,False,304,1.0,José L.
INT-04962,XFC-02831,2025-11-13,08:11,Llamada,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.835,0.0481,0.1169,5,True,10,9.6,Carlos R.
INT-04963,XFC-05024,2023-08-05,14:52,Llamada,Consulta de horarios,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3068,0.2067,0.4865,3,True,77,6.1,Rosa G.
INT-04964,XFC-01176,2025-09-25,08:18,Llamada,Consulta sobre programa de lealtad,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1532,0.2154,0.6314,3,True,60,12.5,Carlos R.
INT-04965,XFC-05043,2025-10-12,12:22,Llamada,Retraso en delivery,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7644,0.0614,0.1742,5,True,267,15.0,Pedro D.
INT-04966,XFC-05043,2025-11-02,07:40,Llamada,Consulta sobre programa de lealtad,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2752,0.1296,0.5952,3,True,85,12.7,Luis F.
INT-04967,XFC-02412,2024-03-07,18:39,Llamada,Solicitud de reabastecimiento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.5903,0.0469,0.3628,4,True,13,7.4,Carlos R.
INT-04968,XFC-02412,2025-10-17,08:30,Email,Queja de atención en sucursal,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6248,0.0553,0.3199,4,True,50,7.1,Carlos R.
INT-04969,XFC-02412,2024-04-24,20:15,WhatsApp,Problema con seguro/ARS,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0201,0.8535,0.1264,2,True,10,3.0,Ana M.
INT-04970,XFC-06067,2025-07-03,07:22,Llamada,Consulta de horarios,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5953,0.0993,0.3054,4,True,85,5.6,María P.
INT-04971,XFC-06067,2025-12-19,08:52,Email,Problema con app/web,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6211,0.0454,0.3335,5,True,31,5.8,Yolanda T.
INT-04972,XFC-00479,2025-12-29,19:05,WhatsApp,Cambio de medicamento,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.4816,0.1122,0.4062,3,False,355,10.7,Yolanda T.
INT-04973,XFC-00479,2025-12-19,20:30,Llamada,Reclamo de precio,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1334,0.6668,0.1998,2,True,178,4.6,Pedro D.
INT-04974,XFC-05727,2025-03-23,10:19,WhatsApp,Solicitud de reabastecimiento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6043,0.0589,0.3368,5,True,21,7.0,José L.
INT-04975,XFC-05727,2024-08-13,09:56,Llamada,Reclamo de precio,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7907,0.0314,0.1779,4,True,73,5.4,Pedro D.
INT-04976,XFC-03504,2025-04-02,20:43,Chat App,Medicamento agotado,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.061,0.5956,0.3434,1,False,20,3.9,Pedro D.
INT-04977,XFC-03504,2024-08-04,09:32,Email,Retraso en delivery,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0561,0.6093,0.3346,1,True,78,6.3,José L.
INT-04978,XFC-03504,2025-01-08,16:37,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.119,0.8485,0.0325,1,True,39,4.4,Miguel A.
INT-04979,XFC-02483,2024-05-10,19:25,Llamada,Problema con seguro/ARS,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6497,0.0306,0.3197,5,True,95,7.9,Rosa G.
INT-04980,XFC-02483,2024-12-10,09:35,Llamada,Problema con app/web,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2359,0.215,0.5491,3,True,119,14.5,María P.
INT-04981,XFC-02483,2024-02-04,08:38,Email,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7186,0.0343,0.2471,4,True,31,7.6,José L.
INT-04982,XFC-02483,2025-08-16,09:40,WhatsApp,Solicitud de reabastecimiento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8024,0.0961,0.1015,5,True,195,7.3,Luis F.
INT-04983,XFC-04998,2024-08-12,18:57,Llamada,Consulta de horarios,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.1751,0.2814,0.5435,3,True,381,6.7,Pedro D.
INT-04984,XFC-00629,2025-01-18,09:39,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8822,0.0851,0.0327,5,True,24,8.5,Luis F.
INT-04985,XFC-01598,2025-12-31,16:38,Llamada,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6184,0.0727,0.3089,5,True,13,6.3,Carlos R.
INT-04986,XFC-07270,2025-08-24,07:02,Llamada,Solicitud de reabastecimiento,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2655,0.1869,0.5476,3,True,14,6.2,Rosa G.
INT-04987,XFC-07270,2025-04-19,17:14,Llamada,Seguimiento de pedido,Necesito información sobre el programa de lealtad.,NEUTRO,0.3383,0.2228,0.4389,3,True,65,6.9,José L.
INT-04988,XFC-00831,2024-10-29,16:53,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7335,0.083,0.1835,4,True,60,14.6,Ana M.
INT-04989,XFC-00831,2024-12-04,14:13,Chat App,Medicamento agotado,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3204,0.2079,0.4717,3,False,47,8.3,Yolanda T.
INT-04990,XFC-00097,2023-06-09,12:25,WhatsApp,Queja de atención en sucursal,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7638,0.0585,0.1777,4,True,32,7.7,Miguel A.
INT-04991,XFC-00097,2024-02-16,20:44,Email,Problema con app/web,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.4163,0.1169,0.4668,3,False,31,5.5,José L.
INT-04992,XFC-00097,2024-10-11,11:46,Llamada,Retraso en delivery,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.5978,0.0284,0.3738,4,True,256,8.8,Miguel A.
INT-04993,XFC-00097,2023-09-25,19:07,Email,Solicitud de reabastecimiento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6147,0.0869,0.2984,5,True,120,6.1,Miguel A.
INT-04994,XFC-00097,2024-09-01,07:00,WhatsApp,Cambio de medicamento,Necesito información sobre el programa de lealtad.,NEUTRO,0.2358,0.1975,0.5667,3,True,15,8.0,Luis F.
INT-04995,XFC-07188,2025-04-03,18:11,WhatsApp,Queja de atención en sucursal,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0336,0.6308,0.3356,2,True,197,4.4,Luis F.
INT-04996,XFC-05721,2025-12-27,10:16,Email,Solicitud de reabastecimiento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7575,0.0628,0.1797,4,True,15,5.5,José L.
INT-04997,XFC-02733,2023-11-19,10:11,Llamada,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0923,0.8401,0.0676,1,False,162,3.4,Carmen S.
INT-04998,XFC-02733,2023-09-11,14:45,Llamada,Cambio de medicamento,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2458,0.2153,0.5389,3,True,23,16.2,Yolanda T.
INT-04999,XFC-02733,2025-09-29,12:58,Llamada,Cambio de medicamento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7592,0.073,0.1678,4,True,131,3.1,Carlos R.
INT-05000,XFC-06072,2024-09-01,15:34,Llamada,Problema con seguro/ARS,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6945,0.0781,0.2274,4,True,10,9.0,Rosa G.
INT-05001,XFC-06072,2025-10-29,19:32,Llamada,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.611,0.0884,0.3006,4,True,307,1.0,Pedro D.
INT-05002,XFC-06072,2024-09-03,15:43,Chat App,Cambio de medicamento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7292,0.0506,0.2202,4,True,298,9.8,Ana M.
INT-05003,XFC-03177,2025-10-16,16:52,Llamada,Error en facturación,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8119,0.0879,0.1002,4,True,132,1.0,Pedro D.
INT-05004,XFC-02848,2025-08-26,12:51,WhatsApp,Seguimiento de pedido,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7518,0.0829,0.1653,4,True,24,18.4,María P.
INT-05005,XFC-02848,2023-08-24,18:57,Llamada,Error en facturación,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.0923,0.2805,0.6272,3,True,71,2.4,José L.
INT-05006,XFC-02848,2024-05-12,16:59,Llamada,Retraso en delivery,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3019,0.1325,0.5656,3,True,21,10.2,Luis F.
INT-05007,XFC-01331,2025-04-20,20:55,Email,Retraso en delivery,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0934,0.7634,0.1432,2,False,47,2.7,Miguel A.
INT-05008,XFC-01331,2024-12-17,20:53,WhatsApp,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0381,0.8159,0.146,2,True,115,7.8,Pedro D.
INT-05009,XFC-01331,2025-09-14,11:30,Email,Queja de atención en sucursal,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0995,0.9239,-0.0234,2,False,212,5.8,Luis F.
INT-05010,XFC-04893,2024-03-07,20:22,Llamada,Consulta de horarios,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2063,0.1902,0.6035,3,True,113,6.8,Yolanda T.
INT-05011,XFC-01553,2025-06-01,12:14,Chat App,Consulta sobre programa de lealtad,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7094,0.0991,0.1915,5,True,52,8.9,José L.
INT-05012,XFC-01553,2025-11-02,19:21,Llamada,Consulta sobre producto,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5829,0.0733,0.3438,4,True,452,11.2,Yolanda T.
INT-05013,XFC-01553,2024-05-12,15:56,WhatsApp,Retraso en delivery,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0478,0.8206,0.1316,2,True,75,10.0,Luis F.
INT-05014,XFC-02699,2023-11-09,08:43,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5523,0.0225,0.4252,4,True,192,7.1,Rosa G.
INT-05015,XFC-01164,2025-09-15,13:29,Llamada,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0997,0.9127,-0.0124,1,True,25,9.6,José L.
INT-05016,XFC-01164,2025-05-05,17:41,Llamada,Retraso en delivery,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0704,0.9451,-0.0155,1,True,196,9.5,Rosa G.
INT-05017,XFC-04476,2024-08-24,16:24,WhatsApp,Medicamento agotado,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0446,0.8958,0.0596,1,False,149,6.9,Yolanda T.
INT-05018,XFC-04476,2024-12-26,20:04,Llamada,Solicitud de reabastecimiento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.5692,0.0572,0.3736,4,True,79,1.0,Carlos R.
INT-05019,XFC-04476,2025-08-27,19:28,Llamada,Consulta de horarios,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8992,0.0266,0.0742,5,True,10,9.2,Rosa G.
INT-05020,XFC-04520,2024-09-24,18:38,WhatsApp,Seguimiento de pedido,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.375,0.1464,0.4786,3,True,35,8.3,Rosa G.
INT-05021,XFC-04520,2025-09-27,07:11,Email,Medicamento agotado,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0667,0.666,0.2673,2,True,41,1.0,Miguel A.
INT-05022,XFC-04520,2024-02-20,20:46,Llamada,Retraso en delivery,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8583,0.0847,0.057,5,True,102,11.1,Ana M.
INT-05023,XFC-05698,2024-10-02,17:30,Llamada,Cambio de medicamento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8978,0.0756,0.0266,4,True,83,8.8,María P.
INT-05024,XFC-05698,2025-09-09,13:53,Email,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.2179,0.1553,0.6268,3,True,23,5.7,José L.
INT-05025,XFC-05698,2024-02-19,10:29,Email,Medicamento agotado,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8665,0.0886,0.0449,4,True,23,10.0,Yolanda T.
INT-05026,XFC-01254,2025-09-23,12:56,Llamada,Error en facturación,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.691,0.0822,0.2268,5,True,79,9.7,Carmen S.
INT-05027,XFC-01874,2025-07-23,17:49,Llamada,Problema con app/web,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1159,0.2963,0.5878,3,True,56,12.4,Luis F.
INT-05028,XFC-01874,2024-04-04,18:20,Llamada,Medicamento agotado,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2987,0.2402,0.4611,3,True,253,8.2,Ana M.
INT-05029,XFC-00302,2024-08-03,15:04,Llamada,Consulta sobre programa de lealtad,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6054,0.087,0.3076,4,True,59,6.2,Carmen S.
INT-05030,XFC-00302,2023-12-04,20:32,Llamada,Cambio de medicamento,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2546,0.2091,0.5363,3,True,113,9.7,Carmen S.
INT-05031,XFC-07234,2024-10-04,09:01,Email,Problema con seguro/ARS,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.1831,0.1923,0.6246,3,True,93,2.1,Pedro D.
INT-05032,XFC-07234,2025-09-16,09:33,Llamada,Solicitud de reabastecimiento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7751,0.0276,0.1973,4,True,67,16.1,Carlos R.
INT-05033,XFC-07234,2025-09-17,17:52,WhatsApp,Cambio de medicamento,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.4799,0.1096,0.4105,3,True,407,11.4,Pedro D.
INT-05034,XFC-02717,2025-12-30,16:10,WhatsApp,Queja de atención en sucursal,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6943,0.0304,0.2753,4,True,281,7.9,María P.
INT-05035,XFC-02717,2025-07-05,08:19,Llamada,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6814,0.0343,0.2843,4,True,113,14.7,Rosa G.
INT-05036,XFC-02717,2025-10-31,07:36,Llamada,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.028,0.7867,0.1853,1,True,10,13.7,Pedro D.
INT-05037,XFC-07854,2025-12-25,12:13,Llamada,Seguimiento de pedido,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.5959,0.0692,0.3349,5,True,25,4.5,Carmen S.
INT-05038,XFC-07854,2025-04-30,09:07,Llamada,Problema con app/web,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6973,0.0966,0.2061,5,True,42,5.6,Rosa G.
INT-05039,XFC-07854,2024-12-11,07:46,WhatsApp,Retraso en delivery,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6202,0.0548,0.325,5,True,92,12.1,Miguel A.
INT-05040,XFC-00248,2024-11-10,17:05,Llamada,Solicitud de reabastecimiento,Necesito información sobre el programa de lealtad.,NEUTRO,0.3505,0.2307,0.4188,3,True,10,11.9,Luis F.
INT-05041,XFC-00248,2024-02-13,15:29,Email,Reclamo de precio,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1365,0.6356,0.2279,1,False,154,7.3,Miguel A.
